run_id,kernel,load_type,pred_class,latency_ms,timestamp_us
64,rt,combined,0,14.202,1783578253784555
65,rt,combined,0,16.222,1783578253804313
66,rt,combined,0,15.710,1783578253823083
67,rt,combined,0,5.846,1783578253830221
68,rt,combined,0,5.350,1783578253836825
69,rt,combined,0,5.651,1783578253843951
70,rt,combined,0,6.065,1783578253850816
71,rt,combined,0,6.182,1783578253858574
72,rt,combined,0,6.000,1783578253865844
73,rt,combined,0,5.548,1783578253872686
74,rt,combined,0,2.959,1783578253876315
75,rt,combined,0,2.732,1783578253879721
76,rt,combined,0,4.094,1783578253884348
77,rt,combined,0,4.016,1783578253889073
78,rt,combined,0,2.625,1783578253892230
79,rt,combined,0,3.043,1783578253895905
80,rt,combined,0,2.956,1783578253899339
81,rt,combined,0,2.878,1783578253902958
82,rt,combined,0,2.772,1783578253906339
83,rt,combined,0,4.481,1783578253911395
84,rt,combined,0,2.639,1783578253914703
85,rt,combined,0,3.359,1783578253918720
86,rt,combined,0,3.283,1783578253922573
87,rt,combined,0,2.775,1783578253925976
88,rt,combined,0,2.925,1783578253929453
89,rt,combined,0,2.754,1783578253932922
90,rt,combined,0,3.005,1783578253936561
91,rt,combined,0,3.091,1783578253940258
92,rt,combined,0,2.484,1783578253943389
93,rt,combined,0,3.062,1783578253947086
94,rt,combined,0,2.680,1783578253950297
95,rt,combined,0,2.884,1783578253953734
96,rt,combined,0,3.634,1783578253957975
97,rt,combined,0,2.793,1783578253961333
98,rt,combined,0,3.098,1783578253965045
99,rt,combined,0,2.686,1783578253968229
