run_id,kernel,load_type,pred_class,latency_ms,timestamp_us
59,vanilla,memory,1,15.304,1783388154108764
60,vanilla,memory,1,15.784,1783388154127399
61,vanilla,memory,1,18.110,1783388154147641
62,vanilla,memory,1,14.238,1783388154163819
63,vanilla,memory,1,4.949,1783388154170015
64,vanilla,memory,1,5.390,1783388154176850
65,vanilla,memory,1,4.729,1783388154182959
66,vanilla,memory,1,3.798,1783388154187628
67,vanilla,memory,1,3.991,1783388154192480
68,vanilla,memory,1,3.470,1783388154196855
69,vanilla,memory,1,3.462,1783388154201217
70,vanilla,memory,1,3.617,1783388154205650
71,vanilla,memory,1,3.353,1783388154209914
72,vanilla,memory,1,3.376,1783388154214260
73,vanilla,memory,1,3.480,1783388154218588
74,vanilla,memory,1,3.776,1783388154223249
75,vanilla,memory,1,3.542,1783388154227647
76,vanilla,memory,1,3.668,1783388154232170
77,vanilla,memory,4,3.614,1783388154236642
78,vanilla,memory,4,3.485,1783388154241024
79,vanilla,memory,1,3.607,1783388154245474
80,vanilla,memory,1,6.650,1783388154253481
81,vanilla,memory,1,13.417,1783388154269453
82,vanilla,memory,1,13.882,1783388154285867
83,vanilla,memory,1,13.114,1783388154301331
84,vanilla,memory,1,11.189,1783388154314894
85,vanilla,memory,1,11.283,1783388154328261
86,vanilla,memory,1,13.272,1783388154343498
87,vanilla,memory,1,4.952,1783388154349845
88,vanilla,memory,1,4.865,1783388154356231
89,vanilla,memory,1,4.809,1783388154362399
90,vanilla,memory,4,5.220,1783388154368958
91,vanilla,memory,1,4.573,1783388154374626
92,vanilla,memory,1,3.731,1783388154379234
93,vanilla,memory,1,3.630,1783388154383852
94,vanilla,memory,1,3.667,1783388154388383
95,vanilla,memory,1,3.594,1783388154392849
96,vanilla,memory,1,3.434,1783388154397141
97,vanilla,memory,1,3.526,1783388154401493
98,vanilla,memory,1,3.626,1783388154406058
99,vanilla,memory,1,3.549,1783388154410576
0,vanilla,io,1,2.288,1783388279859603
1,vanilla,io,4,2.544,1783388279862651
2,vanilla,io,1,4.121,1783388279867168
3,vanilla,io,4,4.022,1783388279871585
4,vanilla,io,1,2.568,1783388279874531
5,vanilla,io,1,3.820,1783388279878740
6,vanilla,io,4,1.880,1783388279880994
7,vanilla,io,4,2.853,1783388279884216
8,vanilla,io,1,3.954,1783388279888572
9,vanilla,io,1,3.922,1783388279892904
10,vanilla,io,1,2.648,1783388279895938
11,vanilla,io,1,1.873,1783388279898267
12,vanilla,io,1,3.281,1783388279901945
13,vanilla,io,1,3.257,1783388279905619
14,vanilla,io,4,2.262,1783388279908288
15,vanilla,io,1,2.035,1783388279910699
16,vanilla,io,1,3.451,1783388279914586
17,vanilla,io,1,3.336,1783388279918336
18,vanilla,io,1,2.059,1783388279920794
19,vanilla,io,1,2.369,1783388279923558
20,vanilla,io,1,3.263,1783388279927309
21,vanilla,io,1,2.665,1783388279930373
22,vanilla,io,1,2.834,1783388279933601
23,vanilla,io,1,3.419,1783388279937413
24,vanilla,io,1,2.112,1783388279939902
25,vanilla,io,1,2.190,1783388279942480
26,vanilla,io,1,3.248,1783388279946111
27,vanilla,io,1,3.132,1783388279949673
28,vanilla,io,1,2.806,1783388279952864
29,vanilla,io,1,2.783,1783388279956025
30,vanilla,io,1,2.931,1783388279959331
31,vanilla,io,1,2.140,1783388279961864
32,vanilla,io,1,3.261,1783388279965517
33,vanilla,io,1,3.259,1783388279969257
34,vanilla,io,1,2.173,1783388279971829
35,vanilla,io,1,1.940,1783388279974223
36,vanilla,io,1,1.915,1783388279976525
37,vanilla,io,1,1.947,1783388279978850
38,vanilla,io,1,1.999,1783388279981221
39,vanilla,io,4,2.092,1783388279983691
40,vanilla,io,1,1.917,1783388279985993
41,vanilla,io,1,1.963,1783388279988443
